#	Isochrone	Z = 0.00400		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	6.60	0.15000001	0.1500	-2.4013	3.5580	5.1934	10.773	15.217	13.648	12.067	11.104	10.124	9.075	8.460	8.230	-9.59274740
	6.60	0.20000000	0.2000	-2.1004	3.5863	5.1306	10.021	13.704	12.469	11.059	10.175	9.365	8.398	7.741	7.534	-6.50542581
	6.60	0.25000000	0.2500	-1.9073	3.5989	5.0848	9.538	12.885	11.780	10.449	9.610	8.864	7.947	7.286	7.099	-4.81334753
	6.60	0.30000001	0.3000	-1.7545	3.6090	5.0516	9.156	12.325	11.270	9.990	9.184	8.471	7.587	6.926	6.758	-3.76315853
	6.60	0.34999999	0.3500	-1.6289	3.6169	5.0245	8.842	11.880	10.859	9.617	8.837	8.150	7.290	6.629	6.477	-3.05614800
	6.60	0.40000001	0.4000	-1.4843	3.6222	4.9592	8.481	11.437	10.434	9.218	8.456	7.785	6.940	6.275	6.134	-2.55202682
	6.60	0.44999999	0.4500	-1.3721	3.6291	4.9257	8.200	11.041	10.070	8.888	8.151	7.503	6.675	6.009	5.882	-2.17685426
	6.60	0.50000000	0.5000	-1.2430	3.6377	4.8768	7.877	10.569	9.642	8.505	7.800	7.179	6.373	5.710	5.597	-1.88823797
	6.60	0.55000001	0.5500	-1.1017	3.6487	4.8208	7.524	10.017	9.152	8.073	7.410	6.824	6.046	5.390	5.294	-1.66026185
	6.60	0.60000002	0.6000	-0.9590	3.6618	4.7684	7.168	9.409	8.647	7.629	7.016	6.463	5.726	5.099	5.014	-1.47625717
	6.60	0.69999999	0.7000	-0.6617	3.7010	4.6948	6.424	7.949	7.524	6.664	6.178	5.712	5.105	4.591	4.530	-1.19890256
	6.60	0.80000001	0.8000	-0.3897	3.7424	4.6464	5.744	6.662	6.557	5.860	5.465	5.071	4.589	4.184	4.140	-1.00113983
	6.60	0.89999998	0.9000	-0.1513	3.7747	4.5884	5.148	5.706	5.779	5.214	4.879	4.537	4.140	3.806	3.775	-0.85396262
	6.60	1.00000000	1.0000	0.0716	3.8012	4.5174	4.591	4.964	5.103	4.638	4.348	4.049	3.715	3.433	3.412	-0.74074074
	6.60	1.10000002	1.1000	0.2721	3.8255	4.4554	4.090	4.367	4.510	4.122	3.875	3.616	3.337	3.104	3.089	-0.65130752
	6.60	1.20000005	1.2000	0.4487	3.8499	4.4141	3.648	3.877	3.987	3.666	3.461	3.246	3.022	2.839	2.827	-0.57912395
	6.60	1.29999995	1.3000	0.6079	3.8807	4.4130	3.250	3.453	3.502	3.253	3.104	2.949	2.789	2.667	2.657	-0.51980772
	6.60	1.39999998	1.4000	0.7510	3.9132	4.4319	2.892	3.086	3.077	2.901	2.811	2.717	2.620	2.553	2.543	-0.47031994
	6.60	1.50000000	1.5000	0.8790	3.9422	4.4498	2.573	2.770	2.735	2.627	2.583	2.535	2.484	2.453	2.445	-0.42849231
	6.60	1.60000002	1.6000	0.9999	3.9698	4.4673	2.270	2.473	2.461	2.408	2.394	2.379	2.366	2.358	2.354	-0.39273920
	6.60	1.70000005	1.7000	1.1103	3.9935	4.4779	1.994	2.203	2.243	2.226	2.230	2.236	2.252	2.257	2.259	-0.36187632
	6.60	1.79999995	1.8000	1.2106	4.0135	4.4826	1.744	1.962	2.058	2.068	2.083	2.101	2.140	2.154	2.161	-0.33500274
